File,Soiling Weight,STC Power,Status,Status2,SD,SR,count1,count2,count3,count4,count5,count6,count7,count8,count9,count10,count11,count12,count13,count14,count15,count16
IMG_7405,5,271,Clear,0,151.9635505,0.022915542,0.022132124,0.167986792,0.096093962,0.024431023,0.04716922,0.175405965,0.12946979,0.069886518,0.012643942,0.042801312,0.085330937,0.059896759,0.000564275,0.007293778,0.032790654,0.026102949
IMG_7412,0,282,Clear,0,153.2398356,0.022243145,0.006279713,0.170657822,0.103062465,0.033941404,0.024809287,0.180917634,0.11960199,0.083781095,0.005019348,0.032791598,0.099369818,0.073454947,0.000995025,0.0039801,0.031885019,0.029452736
IMG_7413,0,282,Clear,0,267.2510367,0.001098571,0,0.08004386,0.192251462,0.009502924,0.045687135,0,0,0,0.051900585,0,0,0,0.387792398,0.042763158,0.066520468,0.123538012
IMG_7414,0,282,Clear,0,276.3011646,0.001018044,0,0.107731305,0.114068441,0.010139417,0.059569075,0,0,0,0.022391213,0.009716941,0,0,0.467680608,0.043937474,0.033375581,0.131389945
IMG_7415,0,282,Clear,0,257.1369669,0.00155283,0.014975042,0.172212978,0.130615641,0,0.082085413,0.008042152,0.022462562,0,0.08291736,0.006655574,0,0.008596783,0.305324459,0.021630616,0.013033833,0.131447587
IMG_7420,0,278,Clear,0,256.0231357,0.001521617,0.034649476,0.069567553,0.150684932,0,0.052377115,0.013967231,0,0.00913242,0.051034112,0.006983615,0,0.093741606,0.328229922,0.042438893,0.038678485,0.108514639
IMG_7421,0,278,Clear,0,265.8031156,0.001019071,0,0.092494929,0.164300203,0.027586207,0.030020284,0,0.009330629,0,0.031237323,0.030831643,0,0,0.399188641,0.012170385,0.055172414,0.147667343
IMG_7426,0,277,Clear,0,264.2318971,0.001209541,0,0.183904223,0.156967077,0,0.052211506,0,0.009311606,0,0.010974393,0.008979049,0,0,0.331559694,0.054206851,0.025939475,0.165946126
IMG_7427,0,277,Clear,0,252.9860398,0.001566381,0.015616586,0.102046311,0.246365105,0.025309639,0.161281637,0,0,0,0.070813139,0,0,0,0.286752827,0,0.014808831,0.077005924
IMG_7432,0,275,Clear,0,275.0404699,0.000874207,0.011551155,0.031765677,0.140676568,0.018976898,0.067244224,0,0,0,0.009075908,0.008250825,0,0,0.433580858,0.063118812,0.049092409,0.166666667
IMG_7433,0,275,Clear,0,257.4005432,0.001324376,0.056183403,0.135615111,0.135938005,0,0.12818857,0,0.008395221,0,0.051017113,0,0,0,0.334194382,0.036486923,0,0.113981272
IMG_7440,0,275,Clear,0,275.5092441,0.000638883,0.014526438,0.018012783,0.097617664,0,0.044741429,0,0,0,0.027309704,0.016850668,0,0,0.514816967,0.001743173,0.031377106,0.233004067
IMG_7441,0,275,Clear,0,228.85044,0.002364849,0.077236492,0.107705934,0.197697077,0.017360496,0.23578388,0,0,0,0.145261293,0.004428698,0.004074402,0,0.150044287,0,0,0.06040744
IMG_7442,0,275,Clear,0,256.8593847,0.00114223,0,0.035450517,0.091580502,0,0.021418021,0,0,0,0.007385524,0,0,0,0.379985229,0.038404727,0,0.42577548
IMG_7443,0,275,Clear,0,249.6633094,0.002116637,0,0,0.259822264,0,0.027829747,0.006314312,0,0,0.058465856,0.006548176,0,0.004911132,0.246959775,0.018007484,0,0.371141254
IMG_7448,0,273,Clear,0,240.3393122,0.001793644,0.058197747,0.0281602,0.14048811,0,0.018460576,0,0,0,0.01689612,0,0,0,0.280350438,0,0,0.457446809
IMG_7449,0,273,Clear,0,250.9295305,0.001228081,0,0.034175334,0.099182764,0,0.070950966,0,0,0,0.058320951,0,0,0,0.285289747,0,0,0.452080238
IMG_7454,0,284,Clear,0,242.045459,0.001122915,0,0.0105465,0.014860978,0,0.05033557,0,0,0,0.080536913,0,0,0,0.381591563,0.011025887,0,0.451102589
IMG_7455,0,284,Clear,0,242.1720222,0.001556048,0.041189223,0.039331062,0.10188913,0,0.054196346,0.006813255,0,0,0.0891917,0.008671415,0,0.00092908,0.218643543,0.020439765,0,0.418705482
IMG_7460,0,285,Clear,0,201.3836926,0.002033165,0,0.020464602,0.075221239,0,0.05420354,0,0.006637168,0,0.060840708,0,0,0.002212389,0.179756637,0,0,0.600663717
IMG_7461,0,285,Clear,0,233.7849284,0.001804315,0.007738095,0.01577381,0.10297619,0,0.14672619,0,0,0,0.091964286,0.007738095,0,0,0.186607143,0,0,0.44047619
IMG_7468,5,277,Clear,0,242.5060215,0.001387506,0.0008726,0.022396742,0.068353694,0,0.131762653,0,0,0,0.089296102,0,0,0.000581734,0.218150087,0,0,0.468586387
IMG_7469,5,277,Clear,0,131.497953,0.009625558,0.009992901,0.044995358,0.029214219,0,0.071533883,0.306285153,0.252771255,0,0.022170043,0.142903948,0.031070824,0,0.026156282,0,0,0.062906132
IMG_7478,5,277,Clear,0,124.5516378,0.01166132,0.003234895,0.055828029,0.0161223,0,0.044401544,0.319941563,0.259626422,0,0.012887405,0.178127935,0.039653553,0,0.025931337,0,0,0.044245017
IMG_7479,5,277,Clear,0,139.543321,0.012852141,0.007957447,0.058765957,0.052085106,0.00106383,0.063148936,0.308,0.226425532,0,0.013531915,0.140255319,0.039914894,0,0.023744681,0.004042553,0.001148936,0.059914894
IMG_7488,5,273,Clear,0,146.383411,0.013083832,0.002295138,0.048750425,0.059248555,0,0.050280517,0.323656919,0.221650799,0.000722543,0.011985719,0.123682421,0.05100306,0.00017001,0.029964298,0,0.004292758,0.072296838
IMG_7489,5,273,Clear,0,139.5118897,0.008576102,0.003546099,0.027554935,0.043076386,0,0.061388211,0.265957447,0.22706662,0,0.013603069,0.219916289,0.05697012,0,0.046622486,0.002790373,0.004534356,0.026973608
IMG_7494,5,275,Clear,0,147.6579288,0.012442505,0.0038499,0.031216661,0.021104875,0,0.036736398,0.275476599,0.244445475,0,0.000881302,0.190732409,0.070782504,0.00139153,0.026763765,0.001437915,0,0.095180667
IMG_7495,5,275,Clear,0,148.8197443,0.011717646,0.024028584,0.029834748,0.04265297,0,0.090308173,0.253729343,0.167753461,0,0.015096025,0.207771326,0.040687807,0.000133988,0.046181331,0.001071907,0.003439035,0.0773113
IMG_7498,5,274,Clear,0,144.7886828,0.011537956,0.030562125,0.020238312,0.054984537,0,0.108104421,0.270693105,0.159859924,0,0.019419683,0.210933236,0.025877752,0,0.036110606,0.005139167,0.008868474,0.049208659
IMG_7499,5,274,Clear,0,132.8953804,0.008079008,0.016322612,0.043807009,0.069971195,0,0.099075852,0.280004801,0.18068891,0,0.019203072,0.175288046,0.037385982,0,0.052268363,0.001680269,0.008641383,0.015662506
IMG_7502,5,273,Clear,0,138.3734931,0.008213267,0.013021742,0.052145099,0.055168004,0,0.094407627,0.296244623,0.185443553,0,0.021509127,0.155621439,0.037030578,0,0.048075805,0,0.006743402,0.034589001
IMG_7503,5,273,Clear,0,134.9382483,0.01402955,0.023388116,0.042261152,0.03819758,0,0.083574138,0.283908254,0.171753657,0,0.006772621,0.202004696,0.044292938,0,0.002122088,0.006772621,0.006862922,0.088089218
IMG_7507,5,265,Clear,0,146.2390747,0.010134528,0.004060967,0.032171299,0.01582195,0,0.072042614,0.279468382,0.183165445,0,0.004324666,0.205790834,0.056378883,0,0.031169242,0.007119878,0.016454828,0.092031011
IMG_7508,5,265,Clear,0,158.1968071,0.021363032,0.014187655,0.133200643,0.106126719,0,0.071372069,0.131644084,0.125494399,0,0.049707826,0.159942841,0.117150221,0.017453877,0.026053229,0.01122764,0.012503509,0.023935288
IMG_7509,5,265,Clear,0,154.4981951,0.019055815,0.011988988,0.122287677,0.095438264,0,0.061484266,0.144252686,0.134898316,0,0.051123413,0.167372191,0.117432876,0.020662503,0.021994612,0.011604156,0.010479263,0.028980788
IMG_7514,10,266,Clear,0,149.8797847,0.019520945,0.013105248,0.117744274,0.1090461,0,0.069701363,0.13795303,0.142592056,0,0.057118005,0.166859959,0.120991592,0.01504784,0.024992752,0.010640765,0.008205277,0.00600174
IMG_7515,10,266,Clear,0,152.4063902,0.018237506,0.002992786,0.120593517,0.1099455,0,0.055382289,0.149135242,0.144063258,0,0.054090666,0.173676086,0.120719529,0.014774911,0.025485934,0.003591343,0.004126894,0.021422046
IMG_7516,10,266,Clear,0,147.986489,0.021940471,0.006025809,0.12409755,0.091495651,0,0.056165084,0.159683929,0.134017395,0,0.054544938,0.180433176,0.127622079,0.011824228,0.019185947,0.003638224,0.007105906,0.024160082
IMG_7520,10,263,Clear,0,151.7039268,0.023005498,0.005542316,0.100482181,0.080474422,0,0.038380535,0.169179183,0.134484288,0,0.030704428,0.199218534,0.141661586,0.022335532,0.014410021,0.005376046,0.005708585,0.052042343
IMG_7521,10,263,Clear,0,145.3748625,0.015861253,0.007359547,0.069483795,0.085135789,0,0.066546887,0.146638104,0.139485868,0,0.049892889,0.212874024,0.151268053,0.019141732,0.024428167,0.006219335,0.017966968,0.003558842
IMG_7522,10,263,Clear,0,153.270902,0.017470223,0.005761802,0.073299286,0.087212728,0,0.060040595,0.147056898,0.137759445,0,0.058403719,0.194297126,0.131342893,0.015353892,0.026124533,0.010901591,0.008577228,0.043868264
IMG_7525,10,261,Clean,1,152.8381499,0.019100321,0.007060926,0.080091072,0.103348896,0,0.066805003,0.145253329,0.136261456,0,0.054787019,0.184967433,0.124272292,0.014496513,0.028647184,0.007060926,0.017926105,0.029021846
IMG_7526,10,261,Clean,1,144.0122565,0.020574025,0.004536029,0.063504406,0.076658891,0,0.043999482,0.159020218,0.145768533,0,0.065869622,0.216919388,0.122731985,0.016167703,0.016653707,0.002559616,0.010076464,0.055533955
IMG_7529,10,258,Clean,1,143.345184,0.020786726,0.003624126,0.066010872,0.085296402,0,0.041386228,0.171660626,0.146194667,0,0.048860989,0.215117784,0.119402019,0.018476573,0.014205281,0.006859953,0.017861765,0.045042713
IMG_7530,10,258,Clean,1,150.8962469,0.019326545,0.002792676,0.049220907,0.081558821,0,0.039510012,0.146520263,0.144013202,0.002062772,0.057281584,0.223445781,0.131541367,0.031576275,0.016311764,0.008473232,0.021294151,0.044397195
IMG_7531,10,258,Clean,1,145.9867508,0.018989831,0.003629239,0.049267729,0.081288541,0,0.040563977,0.150757965,0.136530062,0.003083248,0.062146711,0.230472765,0.133029291,0.030864594,0.014645427,0.007997174,0.024087873,0.031635406
IMG_7532,10,258,Clean,1,149.5274225,0.020753371,0.001765275,0.038437447,0.055378395,0,0.01864928,0.131940095,0.157422698,0.003018051,0.03522009,0.265730881,0.142474802,0.034081203,0.020955526,0.024229827,0.045384659,0.02531177
IMG_7537,15,246,Clean,1,148.7752003,0.025262195,0.00015289,0.044490878,0.068341657,0,0.018219346,0.1491693,0.144149424,0.00874019,0.015951483,0.23076139,0.145627357,0.04500051,0.024131077,0.01908572,0.039369076,0.046809703
IMG_7538,15,246,Clean,1,128.2766292,0.024026083,0.010432374,0.047207263,0.06053239,0,0.045668564,0.203354362,0.191752577,0.003292814,0.081397138,0.172918911,0.12254193,0.001754116,0.006247115,0.006031697,0.009632251,0.037236498
IMG_7539,15,246,Clean,1,123.8992602,0.023222308,0.010465375,0.045710469,0.081846232,0,0.033654611,0.184336928,0.218468683,0.002576582,0.068454369,0.184718644,0.119763336,0.014409772,0.008143271,0.003753539,0.013010147,0.010688043
IMG_7540,15,246,Clean,1,125.536693,0.023246492,0.007342702,0.048392202,0.078807444,0,0.042631979,0.195974174,0.197841499,0.003608052,0.070610204,0.176572984,0.125648816,0.005855172,0.008038992,0.008513736,0.008798582,0.021363464
IMG_7543,15,247,Clean,1,123.5359912,0.023409405,0.007518084,0.044887387,0.082256689,0,0.044034495,0.195217487,0.199481947,0.003948574,0.065577913,0.186341094,0.125217172,0.007423319,0.010771709,0.005559592,0.008876394,0.012888145
IMG_7544,15,247,Clean,1,126.7843452,0.031779619,0.00277903,0.040333484,0.060713034,0,0.020880276,0.161409043,0.232437034,0.003580191,0.016298633,0.229182314,0.144108958,0.024635722,0.003129538,0.004156026,0.018802263,0.037554454
IMG_7545,15,247,Clean,1,119.9250506,0.032205798,0.003731717,0.03711681,0.065392707,0,0.03228311,0.181601883,0.225756361,0.004057303,0.029252655,0.216990583,0.143658585,0.016154077,0.005635143,0.004232619,0.015002004,0.019134442
IMG_7550,15,251,Clean,1,125.2793679,0.031933125,0.004047093,0.036914398,0.054427275,0,0.02531273,0.170100564,0.225410841,0.004464067,0.025803287,0.21918077,0.142972774,0.020407162,0.006867795,0.006426294,0.018346824,0.039318126
IMG_7551,15,251,Clean,1,126.735183,0.019125891,0.003332378,0.041708471,0.096997277,0,0.031424681,0.173785295,0.200229325,0.003224882,0.041063494,0.210871435,0.127096173,0.014296976,0.006342267,0.001934929,0.003475706,0.044216712
IMG_7552,15,251,Clean,1,123.0189393,0.017725008,0.006455083,0.038499962,0.09644202,0,0.036425113,0.174902021,0.213824637,0.005456082,0.035579805,0.208714363,0.142857143,0.015446092,0.007723046,0.003227542,0.00468762,0.009759471
IMG_7557,15,252,Clean,1,122.8108362,0.018000348,0.000233309,0.023564179,0.107555314,0,0.024614069,0.187891278,0.218571373,0.004121787,0.027180464,0.19562935,0.145545748,0.027219349,0.006649298,0.003460746,0.01357079,0.014192946
IMG_7558,15,252,Clean,1,136.8759933,0.028063962,0.006629553,0.03889954,0.0724169,0,0.037028482,0.157561618,0.187752651,0.002841237,0.046291377,0.183617842,0.11990945,0.016215842,0.006398559,0.03573491,0.041879374,0.046822665
IMG_7559,15,252,Clean,1,135.1855236,0.02741918,0.009090239,0.039407415,0.058718031,0,0.038817778,0.177677321,0.178414367,0.002874481,0.055868118,0.193794069,0.10714198,0.012701766,0.011153969,0.029997789,0.039505688,0.04483699
IMG_7560,15,252,Clean,1,135.7357464,0.027263888,0.009138543,0.036579006,0.070525715,0,0.037199831,0.170031538,0.182125208,0.002185304,0.048821674,0.193498721,0.114157292,0.012813827,0.009982865,0.027514962,0.041421441,0.044004073
IMG_7566,20,247,Clean,1,133.8819082,0.026471978,0.005847667,0.029947885,0.072789998,0,0.036138093,0.17738739,0.203640723,0.00450197,0.049864207,0.179883047,0.115485307,0.01852169,0.006337012,0.035501945,0.044701622,0.019451445
IMG_7567,20,247,Clean,1,132.8445189,0.040596409,0.005314976,0.033851102,0.067721817,0,0.04891347,0.153879344,0.130520907,0.011904762,0.047011061,0.225837452,0.1454656,0.042735546,0.003392955,0.018710285,0.032301718,0.032439005
IMG_7568,20,247,Clean,1,134.5461858,0.039697358,0.003494456,0.0386928,0.068288302,0,0.04659925,0.147860378,0.132398876,0.015110105,0.041640637,0.216753865,0.145947212,0.047028737,0.002869749,0.020576292,0.035471654,0.037267687
IMG_7569,20,247,Clean,1,133.714818,0.039817996,0.005360193,0.034144234,0.070507157,0,0.053385954,0.150183582,0.127780723,0.011309419,0.051226169,0.229192437,0.147434765,0.040937739,0.003514559,0.019575504,0.025603267,0.029844299
IMG_7570,20,247,Clean,1,132.5615561,0.038424278,0.003259218,0.031632408,0.071962729,0,0.052287451,0.15504279,0.13516756,0.011837159,0.045968967,0.221966728,0.14662481,0.043789491,0.003439175,0.020974966,0.031932336,0.024114213
IMG_7573,20,247,Clean,1,127.2283772,0.03921403,0.003219491,0.038481618,0.061822928,0,0.027561453,0.156819665,0.150815749,0.012769197,0.02294975,0.233304329,0.165608005,0.038459865,0.002566891,0.023993909,0.033956928,0.02767022
IMG_7574,20,247,Clean,1,126.4456972,0.039395545,0.004525857,0.042470131,0.049098046,0,0.028914009,0.165526265,0.156924991,0.016301667,0.025825272,0.232556144,0.164475236,0.03815877,0.005298042,0.0171382,0.026726153,0.026061217
IMG_7577,20,244,Clean,1,128.0252447,0.040116718,0.004176373,0.037293542,0.060148167,0,0.036663938,0.155218368,0.154756658,0.010052677,0.029360532,0.228588218,0.164221705,0.034628219,0.002119667,0.013914248,0.032361645,0.036496044
IMG_7578,20,244,Clean,1,136.6958815,0.029282861,0.001798757,0.024010684,0.027308405,0,0.026790581,0.13964897,0.135887932,0.003733784,0.059904066,0.227679058,0.176441731,0.055025619,0.007331298,0.025373378,0.055434427,0.033631309
IMG_7579,20,244,Clean,1,134.5784995,0.03038154,0.000882004,0.025219812,0.028251702,0,0.020920041,0.167773766,0.143656459,0.007497037,0.052782448,0.216532069,0.175518867,0.056971969,0.004713211,0.028637579,0.043824591,0.026818445
IMG_7580,20,244,Clean,1,128.6067199,0.025336539,0.0009995,0.037887306,0.033295852,0,0.023457021,0.181346827,0.144396552,0.012025237,0.043415792,0.226293103,0.173288356,0.057502499,0.001655422,0.004122939,0.030984508,0.029329085
IMG_7583,20,246,Clean,1,132.5376939,0.025180143,9.61E-05,0.021247957,0.019164824,0,0.0115694,0.156683652,0.117040028,0.002019037,0.045220011,0.240617889,0.227189693,0.076563151,0,0.009229882,0.037336154,0.036022177
IMG_7584,20,246,Clean,1,136.9030953,0.031926444,0.002632335,0.030032545,0.028261702,0,0.025701158,0.16184072,0.148559395,0.008112377,0.052287738,0.204747774,0.177108261,0.050804059,0.004762133,0.031994831,0.05094764,0.022207332
IMG_7585,20,246,Clean,1,140.6800838,0.032478983,0.003369977,0.027354917,0.025077277,0,0.028354289,0.150765798,0.143003231,0.006739954,0.050875032,0.211053525,0.171915309,0.048853046,0.005229275,0.034885072,0.05464011,0.03788319
IMG_7586,20,246,Clean,1,139.8144679,0.032608449,0.003202228,0.029492981,0.025037707,0,0.045225664,0.149089221,0.139412925,0.005963569,0.063510848,0.216730479,0.15556329,0.037916232,0.00515141,0.036941641,0.048706346,0.038055459
IMG_7598,25,240,Clean,1,138.6633198,0.027354636,0.000670185,0.02613722,0.020468571,0,0.033034542,0.145095083,0.14475999,0.008516936,0.066850968,0.213872832,0.173968892,0.051380861,0.003881489,0.036134149,0.048532574,0.026695708
IMG_7599,25,240,Clean,1,124.9040501,0.048747734,0,0.063879878,0.066178515,0.002131801,7.41E-05,0.214514784,0.175048661,0.015923626,0.014514784,0.197738437,0.164445268,0.019872092,0,0.024562054,0.031847252,0.0092687
IMG_7600,25,240,Clean,1,128.0572791,0.048810492,0,0.062644718,0.063531114,0.00397974,5.43E-05,0.204649059,0.177152677,0.017438495,0.015412446,0.196834298,0.159678003,0.021599132,0.000452243,0.019374096,0.026790883,0.030408828
IMG_7601,25,240,Clean,1,124.5863169,0.049001087,0,0.064113269,0.066037393,0.003830096,0.000127065,0.215937557,0.172318025,0.015175168,0.016990379,0.202650209,0.155926665,0.021274278,0,0.026592848,0.02875295,0.010274097
IMG_7607,25,241,Clean,1,124.900867,0.05082105,0,0.064135435,0.068190497,0.003673195,0.000618261,0.214300002,0.168457804,0.014365465,0.016493008,0.203935046,0.168039569,0.021057225,0.000545524,0.021311803,0.026239703,0.008637463
IMG_7608,25,241,Clean,1,117.3331011,0.039061526,0,0.072316189,0.034986932,0,0,0.237511712,0.182652005,0.001109522,4.93E-05,0.223630357,0.194412939,0.00493121,0,0.015829183,0.019946743,0.012623897
IMG_7609,25,241,Clean,1,118.0488238,0.040472915,0.001487428,0.079093377,0.03215677,0,0,0.256829182,0.170534766,0.001274938,0.003706764,0.214307638,0.18680203,0.002927635,0,0.017636643,0.026348719,0.006894109
IMG_7613,25,245,Clean,1,117.7642999,0.040308677,0.000549005,0.070081635,0.028381152,0,0,0.252566,0.163149854,0.000143219,0.004821693,0.230414857,0.201890486,0.005848093,0,0.015228911,0.020146083,0.006779014
IMG_7614,25,245,Clean,1,127.9570745,0.034640831,0.003038827,0.034908835,0.015771762,0,0.002712341,0.230548998,0.118840725,0,0.058239992,0.221256718,0.199131046,0.005801396,0.000728314,0.034557235,0.07087247,0.003591341
IMG_7615,25,245,Clean,1,128.3325317,0.035395504,0.001724575,0.03966523,0.017474005,0,0.002789754,0.226959168,0.137661679,0,0.049505453,0.223560741,0.199416688,0.004057824,7.61E-05,0.028962719,0.063707837,0.004438245
IMG_7619,25,250,Clean,1,127.0994353,0.034551214,0.002343088,0.044892567,0.018844409,0,0.004461838,0.229074231,0.123485717,0,0.061493594,0.215564086,0.219726806,0.004810808,0.001021985,0.025923526,0.046163817,0.002193529
IMG_7620,25,250,Clean,1,138.9103858,0.048371297,0,0.049408742,0.047745314,0.003788004,0.000856418,0.199627787,0.155868112,0.009354722,0.033186205,0.179419612,0.171217761,0.020751672,0.001811654,0.038291775,0.071379163,0.01729306
IMG_7621,25,250,Clean,1,140.3844519,0.04651546,0,0.043460778,0.050313306,0.004825252,0.000150789,0.191167108,0.148745099,0.007774017,0.03275475,0.195422712,0.168833562,0.023405824,0.002412626,0.040210435,0.07102168,0.019502061
IMG_7622,25,250,Clean,1,140.0093123,0.0476689,0,0.053478696,0.051833694,0.004096378,0.000709609,0.20238364,0.153678676,0.007612167,0.03801245,0.176160372,0.163129375,0.022255911,0.002225591,0.03673838,0.066670967,0.021014095
IMG_7631,30,236,Clean,1,140.7098309,0.046522447,0,0.045942761,0.060286195,0.005454545,0.00013468,0.18530303,0.15452862,0.011515152,0.02540404,0.190185185,0.160016835,0.026127946,0.002845118,0.038383838,0.068585859,0.025286195
IMG_7632,30,236,Clean,1,111.2435402,0.054443399,0,0.049983824,0.032978809,0,0,0.322913297,0.15753397,6.07E-05,0.008229537,0.192211258,0.175408444,0.002992559,0,0.014801035,0.024082012,0.018804594
IMG_7633,30,236,Clean,1,111.1315584,0.053878783,0,0.050760093,0.032618544,0,0,0.322379946,0.154495117,4.03E-05,0.009745293,0.182885332,0.188301621,0.002818887,0,0.012946743,0.024947146,0.018061009
IMG_7634,30,236,Clean,1,108.3717827,0.054149825,0,0.060338997,0.056977721,0.002397983,0.00051239,0.321637187,0.202332397,0.003258798,0.004242586,0.155950893,0.145006251,0.002152036,0,0.010145314,0.017708184,0.017339263
IMG_7644,30,238,Clean,1,111.0045719,0.05317102,0,0.047462317,0.051990524,0.003144588,0,0.284103059,0.232636632,0.014527997,0,0.156348924,0.153309155,0.00689713,0,0.007211589,0.02234754,0.020020545
IMG_7645,30,238,Clean,1,115.8989609,0.058509348,0.000919915,0.039591072,0.025150137,0,0.007220467,0.334640886,0.149460201,0.000121498,0.038219877,0.16091575,0.168223001,0.003193668,0.001996043,0.036657757,0.025809699,0.007880029
IMG_7646,30,238,Clean,1,116.6832857,0.056992825,0.000756629,0.042388837,0.028839894,0,0.0022171,0.324365223,0.150815576,0.000316729,0.031039398,0.167637381,0.161813095,0.007865426,0.001354894,0.030775457,0.031743239,0.018071123
IMG_7647,30,238,Clean,1,115.3538691,0.057492941,0,0.042181766,0.027753037,0,0.002850119,0.329901315,0.148473405,0.000285012,0.034041113,0.164540953,0.168994264,0.004578004,0.000391891,0.030442837,0.030941608,0.014624675
IMG_7656,35,232,Clean,1,121.3859734,0.069915743,0,0.031508655,0.030827546,0.002324652,0,0.231191791,0.179649674,0.012496854,0.006811081,0.163806506,0.220205221,0.051408857,0.000296134,0.031523461,0.028724995,0.009224573
IMG_7657,35,232,Clean,1,120.6673271,0.068413212,0,0.027736882,0.030843295,0.004048643,0,0.239296861,0.174150521,0.014383723,0.005123373,0.172648843,0.21232554,0.045977858,0.000397503,0.028988281,0.029886344,0.014192333
IMG_7658,35,232,Clean,1,120.4126774,0.069737276,0,0.031247269,0.032106751,0.003510765,0,0.250225796,0.165865455,0.008682225,0.015048218,0.168720683,0.221513271,0.031873671,0.000772077,0.031553186,0.027969583,0.010911051
